name_dept,cod_dept,name_municipio,cod_municipio
Norte de Santander,54,Villa del Rosario,54874
Quindio,63,Armenia,63001
Quindio,63,Buenavista,63111
Quindio,63,Calarca,63130
Amazonas,91,Miriti - Parana,91460
Quindio,63,Circasia,63190
Quindio,63,Cordoba,63212
Quindio,63,Filandia,63272
Quindio,63,Genova,63302
Quindio,63,La Tebaida,63401
Quindio,63,Montenegro,63470
Quindio,63,Pijao,63548
Quindio,63,Quimbaya,63594
Quindio,63,Salento,63690
Risaralda,66,Pereira,66001
Risaralda,66,Apia,66045
Risaralda,66,Balboa,66075
Risaralda,66,Belen de Umbría,66088
Risaralda,66,Dosquebradas,66170
Risaralda,66,Guatica,66318
Risaralda,66,La Celia,66383
Risaralda,66,La Virginia,66400
Risaralda,66,Marsella,66440
Risaralda,66,Mistrato,66456
Risaralda,66,Pueblo Rico,66572
Risaralda,66,Quinchia,66594
Risaralda,66,Santa Rosa de Cabal,66682
Risaralda,66,Santuario,66687
Santander,68,Bucaramanga,68001
Santander,68,Aguada,68013
Santander,68,Albania,68020
Santander,68,Aratoca,68051
Santander,68,Barbosa,68077
Santander,68,Barichara,68079
Santander,68,Barrancabermeja,68081
Santander,68,Betulia,68092
Santander,68,Bolivar,68101
Santander,68,Cabrera,68121
Santander,68,California,68132
Santander,68,Capitanejo,68147
Santander,68,Carcasi,68152
Santander,68,Cepita,68160
Santander,68,Cerrito,68162
Santander,68,Charala,68167
Santander,68,Charta,68169
Santander,68,Chima,68176
Santander,68,Chipata,68179
Santander,68,Cimitarra,68190
Santander,68,Concepcion,68207
Santander,68,Confines,68209
Santander,68,Contratacion,68211
Santander,68,Coromoro,68217
Santander,68,Curiti,68229
Santander,68,El Carmen de Chucuri,68235
Santander,68,El Guacamayo,68245
Santander,68,El Peñon,68250
Santander,68,El Playon,68255
Santander,68,Encino,68264
Santander,68,Enciso,68266
Santander,68,Florian,68271
Santander,68,Floridablanca,68276
Santander,68,Galan,68296
Santander,68,Gambita,68298
Santander,68,Giron,68307
Santander,68,Guaca,68318
Santander,68,Guadalupe,68320
Santander,68,Guapota,68322
Santander,68,Guavata,68324
Santander,68,Güepsa,68327
Santander,68,Hato,68344
Santander,68,Jesús Maria,68368
Santander,68,Jordan,68370
Santander,68,La Belleza,68377
Santander,68,Landazuri,68385
Santander,68,La Paz,68397
Santander,68,Lebrija,68406
Santander,68,Los Santos,68418
Santander,68,Macaravita,68425
Santander,68,Malaga,68432
Santander,68,Matanza,68444
Santander,68,Mogotes,68464
Santander,68,Molagavita,68468
Santander,68,Ocamonte,68498
Santander,68,Oiba,68500
Santander,68,Onzaga,68502
Santander,68,Palmar,68522
Santander,68,Palmas del Socorro,68524
Santander,68,Paramo,68533
Santander,68,Piedecuesta,68547
Santander,68,Pinchote,68549
Santander,68,Puente Nacional,68572
Santander,68,Puerto Parra,68573
Santander,68,Puerto Wilches,68575
Santander,68,Rionegro,68615
Santander,68,Sabana de Torres,68655
Santander,68,San Andres,68669
Santander,68,San Benito,68673
Santander,68,San Gil,68679
Santander,68,San Joaquin,68682
Santander,68,San Jose de Miranda,68684
Santander,68,San Miguel,68686
Santander,68,San Vicente de Chucuri,68689
Santander,68,Santa Barbara,68705
Santander,68,Santa Helena del Opon,68720
Santander,68,Simacota,68745
Santander,68,Socorro,68755
Santander,68,Suaita,68770
Santander,68,Sucre,68773
Santander,68,Surata,68780
Santander,68,Tona,68820
Santander,68,Valle de San Jose,68855
Santander,68,Velez,68861
Santander,68,Vetas,68867
Santander,68,Villanueva,68872
Santander,68,Zapatoca,68895
Sucre,70,Sincelejo,70001
Sucre,70,Buenavista,70110
Sucre,70,Caimito,70124
Sucre,70,Coloso,70204
Sucre,70,Corozal,70215
Sucre,70,Covenas,70221
Sucre,70,Chalan,70230
Sucre,70,El Roble,70233
Sucre,70,Galeras,70235
Sucre,70,Guaranda,70265
Sucre,70,La Union,70400
Sucre,70,Los Palmitos,70418
Sucre,70,Majagual,70429
Sucre,70,Morroa,70473
Sucre,70,Ovejas,70508
Sucre,70,Palmito,70523
Sucre,70,Sampues,70670
Sucre,70,San Benito Abad,70678
Sucre,70,San Juan de Betulia,70702
Sucre,70,San Marcos,70708
Sucre,70,San Onofre,70713
Sucre,70,San Pedro,70717
Sucre,70,Since,70742
Sucre,70,Sucre,70771
Sucre,70,Santiago de Tolu,70820
Sucre,70,Toluviejo,70823
Tolima,73,Ibague,73001
Tolima,73,Alpujarra,73024
Tolima,73,Alvarado,73026
Tolima,73,Ambalema,73030
Tolima,73,Anzoategui,73043
Tolima,73,Armero,73055
Tolima,73,Ataco,73067
Tolima,73,Cajamarca,73124
Tolima,73,Carmen de Apicala,73148
Tolima,73,Casabianca,73152
Tolima,73,Chaparral,73168
Tolima,73,Coello,73200
Tolima,73,Coyaima,73217
Tolima,73,Cunday,73226
Tolima,73,Dolores,73236
Tolima,73,Espinal,73268
Tolima,73,Falan,73270
Tolima,73,Flandes,73275
Tolima,73,Fresno,73283
Tolima,73,Guamo,73319
Tolima,73,Herveo,73347
Tolima,73,Honda,73349
Tolima,73,Icononzo,73352
Tolima,73,Lerida,73408
Tolima,73,Libano,73411
Tolima,73,Mariquita,73443
Tolima,73,Melgar,73449
Tolima,73,Murillo,73461
Tolima,73,Natagaima,73483
Tolima,73,Ortega,73504
Tolima,73,Palocabildo,73520
Tolima,73,Piedras,73547
Tolima,73,Planadas,73555
Tolima,73,Prado,73563
Tolima,73,Purificacion,73585
Tolima,73,Rioblanco,73616
Tolima,73,Roncesvalles,73622
Tolima,73,Rovira,73624
Tolima,73,Saldana,73671
Tolima,73,San Antonio,73675
Tolima,73,San Luis,73678
Tolima,73,Santa Isabel,73686
Tolima,73,Suarez,73770
Tolima,73,Valle de San Juan,73854
Tolima,73,Venadillo,73861
Tolima,73,Villahermosa,73870
Tolima,73,Villarrica,73873
Valle del Cauca,76,Cali,76001
Valle del Cauca,76,Alcala,76020
Valle del Cauca,76,Andalucia,76036
Valle del Cauca,76,Ansermanuevo,76041
Valle del Cauca,76,Argelia,76054
Valle del Cauca,76,Bolivar,76100
Valle del Cauca,76,Buenaventura,76109
Valle del Cauca,76,Guadalajara de Buga,76111
Valle del Cauca,76,Bugalagrande,76113
Valle del Cauca,76,Caicedonia,76122
Valle del Cauca,76,Calima El Darien,76126
Valle del Cauca,76,Candelaria,76130
Valle del Cauca,76,Cartago,76147
Valle del Cauca,76,Dagua,76233
Valle del Cauca,76,El Aguila,76243
Valle del Cauca,76,El Cairo,76246
Valle del Cauca,76,El Cerrito,76248
Valle del Cauca,76,El Dovio,76250
Valle del Cauca,76,Florida,76275
Valle del Cauca,76,Ginebra,76306
Valle del Cauca,76,Guacari,76318
Valle del Cauca,76,Jamundi,76364
Valle del Cauca,76,La Cumbre,76377
Valle del Cauca,76,La Union,76400
Valle del Cauca,76,La Victoria,76403
Valle del Cauca,76,Obando,76497
Valle del Cauca,76,Palmira,76520
Valle del Cauca,76,Pradera,76563
Valle del Cauca,76,Restrepo,76606
Valle del Cauca,76,Riofrio,76616
Valle del Cauca,76,Roldanillo,76622
Valle del Cauca,76,San Pedro,76670
Valle del Cauca,76,Sevilla,76736
Valle del Cauca,76,Toro,76823
Valle del Cauca,76,Trujillo,76828
Valle del Cauca,76,Tulua,76834
Valle del Cauca,76,Ulloa,76845
Valle del Cauca,76,Versalles,76863
Valle del Cauca,76,Vijes,76869
Valle del Cauca,76,Yotoco,76890
Valle del Cauca,76,Yumbo,76892
Valle del Cauca,76,Zarzal,76895
Arauca,81,Arauca,81001
Arauca,81,Arauquita,81065
Arauca,81,Cravo Norte,81220
Arauca,81,Fortul,81300
Arauca,81,Puerto Rondon,81591
Arauca,81,Saravena,81736
Arauca,81,Tame,81794
Casanare,85,Yopal,85001
Casanare,85,Aguazul,85010
Casanare,85,Chameza,85015
Casanare,85,Hato Corozal,85125
Casanare,85,La Salina,85136
Casanare,85,Mani,85139
Casanare,85,Monterrey,85162
Casanare,85,Nunchia,85225
Casanare,85,Orocue,85230
Casanare,85,Paz de Ariporo,85250
Casanare,85,Pore,85263
Casanare,85,Recetor,85279
Casanare,85,Sabanalarga,85300
Casanare,85,Sacama,85315
Casanare,85,San Luis de Palenque,85325
Casanare,85,Tamara,85400
Casanare,85,Tauramena,85410
Casanare,85,Trinidad,85430
Casanare,85,Villanueva,85440
Putumayo,86,Mocoa,86001
Putumayo,86,Colon,86219
Putumayo,86,Orito,86320
Putumayo,86,Puerto Asis,86568
Putumayo,86,Puerto Caicedo,86569
Putumayo,86,Puerto Guzman,86571
Putumayo,86,Leguizamo,86573
Putumayo,86,Sibundoy,86749
Putumayo,86,San Francisco,86755
Putumayo,86,San Miguel,86757
Putumayo,86,Santiago,86760
Putumayo,86,Valle del Guamuez,86865
Putumayo,86,Villagarzon,86885
San Andres,88,San Andres,88001
San Andres,88,Providencia ,88564
Amazonas,91,Leticia,91001
Amazonas,91,El Encanto,91263
Amazonas,91,La Chorrera,91405
Amazonas,91,La Pedrera,91407
Amazonas,91,La Victoria,91430
Amazonas,91,Puerto Arica,91536
Amazonas,91,Puerto Narino,91540
Amazonas,91,Puerto Santander,91669
Amazonas,91,Tarapaca,91798
Guainia,94,Inirida,94001
Guainia,94,Barranco Minas,94343
Guainia,94,Mapiripana,94663
Guainia,94,San Felipe,94883
Guainia,94,Puerto Colombia,94884
Guainia,94,La Guadalupe,94885
Guainia,94,Cacahual,94886
Guainia,94,Pana Pana,94887
Guainia,94,Morichal,94888
Guaviare,95,San Jose del Guaviare,95001
Guaviare,95,Calamar,95015
Guaviare,95,El Retorno,95025
Guaviare,95,Miraflores,95200
Vaupes,97,Mitu,97001
Vaupes,97,Caruru,97161
Vaupes,97,Pacoa,97511
Vaupes,97,Taraira,97666
Vaupes,97,Papunaua,97777
Vaupes,97,Yavarate,97889
Vichada,99,Puerto Carreno,99001
Vichada,99,La Primavera,99524
Vichada,99,Santa Rosalia,99624
Vichada,99,Cumaribo,99773
San Andres,88,Providencia,88564
